Gold,Silver,BGMI,XAU
375.85,4.6975,,97.379997
376.25,4.6775,,98.760002
375.25,4.675,,101.940002
376.35,4.735,681.37,100.459999
375.25,4.695,,100.620003
375.2,4.7,,99.330002
374.8,4.667,,100.650002
375.85,4.73,,101.849998
376.4,4.7605,677.17,101.309998
375.6,4.7365,,100.550003
376,4.7445,,100.050003
376.9,4.7625,,100.800003
376.1,4.735,,101
376.55,4.7275,669.81,103.059998
379.3,4.7825,,
379,4.7775,,103.389999
379,4.755,,106.43
379,4.8235,,104.889999
379.6,4.81,696.66,104.169998
376.8,4.65,,103.650002
375.7,4.49,,103.830002
376.3,4.4725,,100.379997
374.45,4.416,,102.639999
376.35,4.4335,669.41,100.410004
376.6,4.419,,104.639999
379,4.534,,112.540001
383.1,4.676,,108.080002
381,4.631,,110.690002
383.5,4.6075,727.59,109
382.75,4.6225,,111.559998
385.2,4.7175,,111.480003
386.6,4.73,,113.239998
385.15,4.7,,112.489998
382.75,4.6725,729.67,113.800003
382.45,4.68,,115.470001
382.6,4.6875,,114.360001
381.4,4.5825,,114.290001
383.1,4.6925,,115.860001
383.25,4.69601,737.27,114.769997
382.3,4.63,,114.830002
382.35,4.65601,,115.959999
383,4.731,,115.379997
382.1,4.7625,,120.089996
386.55,5.16,759.61,121.970001
392.25,5.3015,,121.980003
391.95,5.21,,119.779999
392.5,5.3625,,123.190002
393.75,5.365,,122.459999
392,5.407,768.32,121.360001
390.9,5.33,,119.339996
389.1,5.21,,119.349998
389.8,5.33701,,119.860001
389.9,5.25,,116.279999
,,729.42,
,,,122.709999
394.1,5.655,,124.879997
396.95,5.915,,124.080002
393.35,5.65,,119.919998
390.35,5.6425,756.7,121.32
391.05,5.7025,,122.150002
390.2,5.6275,,122.730003
389.85,5.685,,118.629997
386.6,5.575,,120.510002
389.5,5.8285,752.39,116.93
386.5,5.6975,,118.989998
388.35,5.8675,,119.080002
388.8,5.8825,,116.160004
390.3,5.975,,118.589996
391.35,6.0375,751.74,116.879997
,,,116.660004
389.9,5.92,,112
383.4,5.475,,111.709999
383.1,5.425,,109.480003
384.1,5.39,699.9,109.120003
383.9,5.3275,,112.25
384.1,5.397,,113.739998
383.4,5.3825,,115.540001
383.05,5.36101,,117.940002
382.6,5.445,734.38,115.410004
382.35,5.3675,,113.199997
381.85,5.275,,116.510002
382.9,5.3975,,119.800003
383.75,5.48601,,119.760002
385.8,5.4875,734,120.690002
386.1,5.46,,119.129997
384.25,5.295,,120
383.2,5.2625,,121.300003
384.6,5.3525,741.16,118.720001
383.4,5.23,,119.019997
384.2,5.3425,,117.989998
384.65,5.335,,120.459999
385.95,5.3725,,122.040001
386.4,5.345,745.06,121.830002
387.6,5.4315,,120.610001
387.5,5.3875,,121
386.8,5.365,,123.900002
388,5.33,,126.730003
391.3,5.455,771.42,126.809998
390.5,5.4325,,129.059998
390.6,5.5075,,125.169998
390.7,5.49,,124.379997
389.8,5.4275,,127.110001
389.4,5.353,767.27,126.519997
389.3,5.33,,123.699997
389.35,5.335,,123.769997
389.3,5.32799,,121.260002
387.45,5.2615,,122.07
387.6,5.3275,743.23,120.190002
384.35,5.0835,,119.82
384.65,5.07,,
384.6,5.07101,,120.190002
384.45,5.0725,,124.029999
384.8,5.1175,742.91,126.290001
385.75,5.1675,,125.849998
384.95,5.1225,,129.009995
385.85,5.1575,,131
389.3,5.265,,126.709999
388.2,5.1875,760.48,127.510002
388.2,5.226,,129.75
389.3,5.355,,128.529999
389.25,5.3375,,125.919998
387.85,5.15601,,123.330002
385.85,5.1625,737.79,123.019997
386.45,5.2225,,125.220001
386.65,5.1735,,122.660004
385.8,5.152,,124.309998
386.1,5.1825,,120.529999
383.2,5.08,729.04,119.699997
383.35,5.098,,118.699997
381.75,5.03,,123.599998
382.65,5.15,,122.900002
382.75,5.14,,124.050003
384.35,5.2025,746.46,122.870003
383.75,5.165,,121.550003
384.35,5.225,,123.779999
384.5,5.291,,122.300003
384.05,5.255,,121.110001
383.9,5.3125,748.85,120.599998
383.5,5.2275,,123.959999
384.5,5.3825,,126.32
384.1,5.36,,124.870003
383,5.496,,125.879997
384.85,5.66,768.78,125.879997
385.55,5.7985,,124.940002
383.55,5.705,,124.580002
383.45,5.56,,127.519997
383.1,5.675,,126.309998
382.6,5.58,767.62,126.900002
,,,126.849998
383.25,5.585,,124.589996
381.9,5.455,,121.550003
381.65,5.3225,,122.660004
381.8,5.345,742.52,121.459999
379.85,5.3075,,
379.4,5.285,,123.239998
379,5.2125,,125.150002
380.55,5.3825,,126.379997
383.05,5.4965,733.15,127.099998
381.9,5.3975,,127.790001
382.9,5.5225,,129.949997
385.4,5.5425,,126.190002
384.7,5.4475,,127.279999
385.25,5.49,769.68,126.620003
384.95,5.485,,126.620003
385.65,5.5615,,124.099998
385,5.4785,,122.489998
382.95,5.3625,,125.879997
383.25,5.4615,763.97,123.739998
382.2,5.405,,123.040001
383.25,5.4875,,122.989998
383.2,5.455,,122.889999
383.55,5.481,,123.540001
383.75,5.5275,752.95,124.199997
383.1,5.425,,122.389999
382.25,5.34,,121.339996
382.6,5.335,,120.480003
383.35,5.35,,120.970001
382.5,5.3225,727.95,122.139999
384.65,5.4425,,122.870003
384.7,5.435,,123.220001
384.7,5.4175,,121.559998
384.6,5.4225,,119.010002
384,5.3825,757.64,119.169998
384,5.3835,,117.279999
383.8,5.35,,115.300003
383.75,5.353,,113.139999
383.4,5.3485,,113
381.85,5.3275,678.34,113.730003
382.55,5.37,,110.459999
382.55,5.3525,,110.550003
382.4,5.345,,113.120003
382.7,5.4385,,111
382.55,5.4,652.37,108.419998
382.05,5.33,,108
382.4,5.36,,107.18
382.5,5.3325,,108.080002
382.2,5.31,,112.57
382.8,5.3575,665.51,111.660004
382.5,5.28799,,114.339996
382.3,5.2825,,116.660004
384.7,5.38,,115.720001
384.4,5.3575,,118.25
386.65,5.42899,700.67,119.489998
389.6,5.4225,,117.080002
386.1,5.3225,,114.589996
385.6,5.3375,,114.580002
384.65,5.3275,,115.110001
386.6,5.36,677.53,117.220001
386.55,5.3525,,117.099998
386.8,5.375,,117.349998
385.3,5.3025,,115.830002
382.55,5.2075,,
383.5,5.23601,671.44,117.199997
385.2,5.275,,121.459999
387.3,5.275,,122.809998
388.95,5.221,,120.989998
387.85,5.18,,121.110001
387.15,5.2175,707.07,119.82
386.25,5.185,,122.080002
386.3,5.22,,124.709999
387.6,5.256,,126.010002
388.4,5.245,,124.470001
389.35,5.2475,729.52,125.650002
389.7,5.2525,,124.629997
388.45,5.2275,,123.040001
388.1,5.1575,,120.050003
385.7,5.105,,120.139999
385.85,5.1425,705.57,120.889999
387,5.15,,121.059998
388,5.175,,120.860001
387.1,5.1225,,122.279999
388.4,5.1575,,121.919998
387.2,5.1215,706.3,122.290001
,,,121.129997
387.35,5.1575,,119.75
386.85,5.1325,,119.489998
386.7,5.142,690.35,120.419998
387.1,5.165,,126.480003
390.5,5.35,,129.550003
393.6,5.3475,,128.679993
396.4,5.5,744.37,132.660004
396,5.53,,134.449997
395.65,5.508995,,135.300003
396.75,5.5375,,137.199997
399.4,5.5565,,133.520004
396.35,5.4625,788.12,131.309998
395,5.4,,132.470001
397.8,5.4575,,132.210007
398.9,5.4925,,134.550003
397.5,5.465,,132.550003
396.8,5.4125,790.94,135.490005
401.8,5.504,,141.419998
402.65,5.59,,140.110001
403,5.54,,137.070007
403.35,5.5175,,139.419998
407.4,5.616005,840.01,139.830002
405.45,5.5075,,142.259995
406.7,5.575,,140.889999
403.2,5.52,,141.050003
406.6,5.595,,147.160004
416.25,5.8275,901.36,150.619995
415.25,5.7975,,152.699997
412.2,5.7525,,152.679993
414.75,5.8225,,145.550003
406.95,5.655,,145.539993
408.3,5.725,898.33,143.070007
405.25,5.6375,,141.919998
403,5.7075,,143.699997
403.9,5.69,,147.779999
404.55,5.74799,,143.339996
403.05,5.67899,869.04,144.619995
405.9,5.705,,
405.4,5.69,,141.660004
398.5,5.55,,144.229996
399.35,5.5925,,143.210007
397.75,5.51399,854.73,142.449997
399.55,5.4925,,146.369995
398.75,5.485,,145.5
397.7,5.4625,,145.070007
400.35,5.5225,,144.059998
400.3,5.525,868.52,142.610001
398.65,5.4925,,136.820007
392.9,5.35,,137.75
393.6,5.36,,138.309998
394.2,5.3725,,140.470001
394.85,5.43,836.26,138.059998
396.6,5.4875,,139.699997
396,5.4975,,136.979996
397.4,5.575,,138.770004
396.1,5.586,,139.380005
395.6,5.57,832.51,137.800003
395.45,5.55,,136.559998
395.05,5.5475,,136.639999
394.7,5.5025,,136.559998
395.3,5.565,,137.580002
397.3,5.6025,836.72,139.699997
398,5.63,,142.619995
399.45,5.64,,148.800003
400,5.6875,,149.529999
398.6,5.63899,,143.830002
396.7,5.5175,867.9,143.830002
395,5.5175,,143.720001
394.35,5.5275,,142.589996
393.8,5.51,,144.949997
394.3,5.525,,143.199997
,,862.46,
,,,148.350006
397.6,5.545,,146.279999
394.55,5.4625,,149.699997
395.15,5.532,,149.149994
395.2,5.53701,889.45,145.350006
393.75,5.4975,,145.270004
393.5,5.47,,141.839996
391.4,5.3115,,140.410004
391.3,5.3335,,141.100006
389.9,5.254,841.79,137.779999
390.7,5.285,,139.470001
391.45,5.3275,,141.470001
391.1,5.3175,,139.940002
390.35,5.32,,144.320007
393.1,5.3695,861.1,142.220001
390.75,5.29,,141.089996
390.15,5.2775,,143.419998
391,5.325,,142.839996
392.8,5.385,,141.929993
394,5.41,835.53,140.130005
,,,145.399994
393.75,5.4575,,148.779999
393.65,5.4825,,147.059998
393.2,5.4325,,147.029999
392.8,5.42,868.11,146.350006
391.25,5.375,,147.699997
391.25,5.3625,,146.690002
391.85,5.4,,147.259995
392,5.375,,146.710007
392.5,5.3635,851.83,145.949997
391.65,5.29,,142.399994
391.2,5.285,,146.149994
391,5.2925,,145.460007
391.35,5.336,,143.559998
390.65,5.311,838.44,143.669998
392.15,5.34,,143.729996
391.65,5.3675,,143.889999
391.55,5.3375,,145.570007
390.55,5.335,849.86,148.889999
390.8,5.3835,,147.699997
390.35,5.3615,,143.160004
387.95,5.205,,136.800003
385.7,5.155,,133.770004
385.85,5.2,786.2,133.339996
385.55,5.2,,132.240005
385.4,5.17,,130.970001
384.5,5.1225,,129.089996
384.8,5.1125,,129.570007
383.2,4.9775,756.86,129.550003
384.55,5.166,,128.570007
384.9,5.18,,129.389999
386,5.211,,129.919998
384.3,5.1115,,129.020004
384.2,5.1085,756.72,125.32
383.7,5.106,,128.940002
384.85,5.1775,,127.309998
384,5.1475,,125.809998
383,5.105,,124.120003
381.3,5.026,733.8,123.760002
380.6,5.0475,,125.720001
381.75,5.0675,,125.099998
382.5,5.1375,,125.419998
380.9,5.075,,
381,5.074,737.25,130.309998
382.3,5.12,,127.400002
381,5.075,,131.199997
383.4,5.12,,131.320007
382.5,5.0975,,128.089996
384,5.1335,754.22,124.510002
383.55,5.135,,123.230003
384.65,5.1515,,119.050003
383.65,4.995,,116.75
383.85,5,,120.160004
384.35,5.015,708.97,121.360001
384.5,4.9725,,120.470001
385.2,5.03,,118.870003
384.4,4.9825,,116.809998
385.05,4.9865,,117.209999
384.9,4.9875,685.22,120.82
385.05,5.0875,,118.440002
384.9,5.0685,,118
385.5,5.1125,,124.349998
386.65,5.15,,124.32
387.15,5.125,719.06,126.139999
387.95,5.1025,,129.330002
388.85,5.07,,127.68
388.25,5.05,,126.650002
387.75,5.04,,128.75
388.4,5.12,737.74,127.010002
387.2,5.045,,128.130005
387.7,5.0755,,126.209999
387.15,5.0875,,123.330002
386.3,5.041,,124.339996
386.2,5.0825,716.61,121.660004
386.25,5.0825,,125.730003
387.1,5.2025,,127.709999
387.45,5.2075,,125.800003
386.9,5.1875,,128.169998
387.5,5.2125,729.97,127.120003
,,,128.190002
389,5.255,,127.790001
388.65,5.2115,,127.769997
388.05,5.18,,125.730003
387.25,5.195,724.12,124.550003
386.9,5.1825,,
387.2,5.1975,,126.669998
385.95,5.1525,,126.459999
386,5.1975,,125.410004
385.6,5.14,712.93,124.940002
385,5.1175,,121.260002
382.45,5.085,,121.290001
383.15,5.09,,122.389999
382.2,5.0825,,122.080002
382.5,5.046,707.33,124.209999
382.65,5.045,,123.639999
383.3,5.0615,,122.330002
382.9,5.046,,121.059998
383.1,5.058,,120.059998
382.5,4.945,698.69,119.5
381.2,4.875,,119.660004
381.6,4.91,,121.57
383.25,4.935,,119.57
382.05,4.8725,,116.260002
380.3,4.8475,685.48,115.739998
379.3,4.881,,115.18
377.05,4.8475,,116.75
379.2,4.9125,,120.230003
379.5,4.9125,,116.900002
380.2,4.8985,685.4,117.110001
379.6,4.86,,117.220001
381,4.8925,,117.660004
380.9,4.88,,118.160004
381.6,4.975,,119.379997
381.85,5.0325,694.08,117.879997
381.05,5.04,,116.389999
381,5.02,,117.230003
380.8,5.0175,,117.139999
380.55,4.975,,115.160004
379.6,4.8875,672.15,114
380,4.8975,,116.639999
382.4,4.9525,,118.599998
383.95,4.9825,,119.25
383.7,4.984,,119.169998
382.2,4.9025,686.15,118.980003
382.8,4.9185,,119.099998
382.35,4.895,,116.18
380.3,4.826005,,117.720001
379.3,4.825,,115.599998
377.2,4.801,655.87,116.379997
378.65,4.814,,116.709999
379.25,4.832,,115.879997
377.9,4.79,,113.440002
377.9,4.7425,,116.879997
378.35,4.8275,670.93,118.629997
379.75,4.835,,120.910004
381.6,4.905,,126.07
382.5,4.9,,127.309998
382.65,4.8925,,125.190002
379.85,4.845,702.91,125.07
379.7,4.9075,,122.470001
378.3,4.874,,122.349998
378.6,4.899,,126.370003
378.5,4.93,,120.82
376.9,4.86,679.08,119.75
375.1,4.835,,117.879997
374.5,4.761,,119.959999
373.95,4.74,,120.25
372.2,4.7275,,
371.9,4.7425,644.76,120.190002
370.5,4.733005,,117.029999
369,4.71,,115.190002
370.4,4.825,,118.989998
368.3,4.754,,122.139999
373,4.8875,678.22,121.589996
368.5,4.765,,121.389999
368.8,4.8135,,123.910004
369.6,4.865,,118.900002
368.6,4.83,,119.360001
369.05,4.8325,673.29,118.449997
368.6,4.81,,119.120003
368.3,4.805,,120.160004
369,4.85,,118.93
369.6,4.8635,,119.760002
369.2,4.875,653.31,117.239998
368.7,4.825,,118.629997
368.9,4.845,,118.730003
,,,118.110001
369.55,4.8835,649.54,117.779999
369.6,4.88,,118.220001
369.55,4.7975,,116.75
367.8,4.77,,114.120003
364.3,4.703,635.59,111.830002
359.25,4.665,,107.900002
357.65,4.6825,,109.919998
355.8,4.655,,107.849998
354.5,4.6625,,111.559998
358.55,4.75,642.94,113.230003
359.6,4.76,,112.239998
357.3,4.6925,,108.919998
352.45,4.654,,108.620003
354,4.6775,,111.970001
354.1,4.749,632.41,113.370003
354.2,4.745,,111.610001
353.4,4.73,,111.599998
350.1,4.6975,,109.660004
349.8,4.73,,109.080002
352.95,4.9725,652.51,111.620003
353.1,4.941,,114.260002
357.25,5.03,,112.699997
350.15,4.9175,,113.93
349.3,4.8775,,110.629997
345,4.9575,628.75,110.199997
343.75,4.879,,112.349998
346.3,4.905,,111.389999
343.15,4.855,,109.529999
343.4,4.875,,108.139999
340.9,4.8,623.68,110.129997
341,4.9175,,108.949997
338.85,4.935,,107.370003
336.9,4.82,,112.209999
343,5.1225,,112.400002
342.5,5.1425,652.7,114.639999
343.6,5.2175,,
346,5.2315,,115.339996
346.1,5.2025,,114.919998
344.85,5.165,,118.610001
350.75,5.24,699.2,118.529999
352.45,5.215,,120.849998
353.45,5.1865,,120.400002
353.85,5.229,,117.669998
356.6,5.2525,,121.440002
360.6,5.2525,709.58,122.459999
361.8,5.3075,,120.480003
361.75,5.2825,,117.769997
355.75,5.213995,,117.190002
352.15,5.185,,115.739998
351.7,5.175,680.36,114.209999
349.9,5.1375,,115.339996
352.6,5.25,,117.089996
353.15,5.2275,,115.400002
351.45,5.23,,115.82
353,5.2725,692.14,115.150002
352.05,5.255,,113.330002
347.4,5.21,,113.370003
348.95,5.169,,113.160004
352.7,5.24,,110.790001
351.7,5.186,657.87,109.989998
350.65,5.1285,,109.07
350.9,5.1675,,108.360001
346.8,5.0925,,110.190002
349.5,5.13,,105.099998
,,666.54,
,,,104.120003
349.85,5.035,,103.959999
350.7,4.976,,104.93
349.1,4.8615,,103.830002
347.35,4.7425,626,103.550003
347.85,4.7625,,102.589996
349.1,4.8325,,102.099998
348,4.77,,101.059998
348.05,4.7725,,103.830002
348.65,4.7925,633.28,100.720001
346.65,4.725,,98.93
345.6,4.72,,97.459999
341.45,4.7275,,98.379997
341.2,4.835,,99.379997
342,4.725,605.48,97.529999
342.15,4.75,,97.480003
342,4.7625,,95.75
340.7,4.7225,,94.099998
341.15,4.7125,,92.050003
341.35,4.7425,561.81,92.440002
341.25,4.724,,92.690002
338.95,4.6425,,93.620003
340.45,4.6625,,93.860001
339.55,4.675,,95.68
339.8,4.735,571.09,96.650002
,,,98.410004
342.8,4.752,,98.769997
340.65,4.721,,103.400002
342.4,4.7525,,103.379997
344.8,4.8325,605.4,106.779999
348.2,4.86,,104.839996
347.3,4.825,,103.019997
349,4.8735,,101.32
348.1,4.835,,103.82
347,4.8375,615.87,101.410004
343.35,4.68,,101.309998
342.5,4.7175,,101.940002
342.25,4.672,,101.449997
342.95,4.675,,101.379997
341.65,4.6575,598.72,102.139999
343.55,4.7475,,104.32
344.7,4.76,,103.239998
345.7,4.7225,,106.209999
345.75,4.857,611.1,104.309998
344,4.7325,,101.739998
343.8,4.745,,100.019997
342.4,4.725,,98.110001
340.7,4.7325,,101.400002
343.8,4.9,592.25,101.459999
343.85,4.8135,,103.230003
344,4.758995,,102.699997
343.7,4.77,,103.889999
341.8,4.745,,104.599998
341.2,4.71,609.31,104.349998
340.95,4.705,,102.57
341.4,4.72,,102.029999
342.05,4.7975,,99.32
340.15,4.725,,100.599998
339.55,4.75,591.9,97.400002
336.95,4.7225,,95.730003
338.65,4.8,,94.730003
338.7,4.7725,,96.739998
337.9,4.77,,96.959999
337.3,4.75,579.61,95.309998
334.05,4.715,,95.599998
333.6,4.645,,97.239998
331.45,4.645,,95.389999
332.3,4.654,,94.699997
325.2,4.5475,570.75,
318.75,4.4735,,87.010002
317.6,4.25,,89.650002
315.75,4.2775,,88.82
319.65,4.345,,91.730003
320.6,4.359,551.8,93.989998
321.35,4.3425,,90.980003
319,4.2775,,89.910004
319.5,4.3175,,90.889999
318.75,4.2235,,94.169998
323.45,4.265,556.95,97.089996
328.05,4.32,,94.309998
326,4.28,,94.709999
324.35,4.295,,93.709999
321.8,4.2825,,94.089996
324.5,4.3125,553.66,95.150002
325.4,4.345,,96.290001
327.5,4.3625,,95.93
326.4,4.3635,,97.68
326,4.3825,,97.919998
325.3,4.474,567.95,98.099998
324.05,4.46,,97.540001
323.35,4.5075,,95.370003
318.85,4.34,,97.330002
318.95,4.325,,98.230003
321.6,4.3825,574.98,102.470001
326.2,4.3925,,102.849998
327.6,4.4315,,101.790001
328.6,4.46,,102.68
327.3,4.479,,99.93
323.5,4.41,578.67,100.68
326.05,4.525,,100.5
322.1,4.5135,,99.080002
322,4.51,,99.400002
321.9,4.5175,,100.400002
321.8,4.4975,574.45,101.589996
,,,101.050003
325.4,4.659,,100.760002
325.3,4.655,,99.129997
324.7,4.659,,99.5
325.4,4.725,564.31,98.870003
324.4,4.66,,
324.5,4.7025,,98.879997
322,4.6325,,98.190002
321.8,4.6725,,98.379997
321.6,4.705,558.98,97.989998
322.05,4.715,,94.980003
321,4.675,,95.709999
321,4.735,,95.489998
321.05,4.7375,,94.110001
323.25,4.7825,544.22,94.089996
323.15,4.7575,,92.690002
321.8,4.7125,,91.910004
319.95,4.587,,92.75
320.65,4.632,,95.07
321.15,4.721,543.66,94.839996
321.1,4.7125,,92.959999
320.7,4.685,,94.949997
322,4.7225,,98.099998
323.15,4.751,,103.419998
325.45,4.765,573.29,102.230003
327.05,4.87,,105.449997
328.75,5.1675,,109.5
336.8,5.185,,108.099998
331.75,5.145,,107.25
331.1,5.1525,600.16,109.139999
334.15,5.28,,106.57
331.5,5.181,,106.010002
331.9,5.2505,,109.160004
333.75,5.2375,,105.540001
327.9,5.1425,588.81,107.290001
328.8,5.185,,107.150002
328.1,5.125,,105.669998
325.6,4.99,,104.68
327.3,5.1025,,102.440002
324.2,4.915,570.9,101.379997
324.25,4.939,,99.43
323,4.955,,102.120003
322.7,4.97,,104.940002
323.3,5.075,,105.650002
321.9,4.9025,576.26,96.510002
311.8,4.828,,85.639999
313.75,4.825,,89.260002
313.7,4.7935,,86.309998
314,4.806,,90.459999
310.4,4.815,505.06,87.910004
313.5,4.7825,,88.269997
313.3,4.8425,,87.599998
314.6,4.85,,85.769997
312.25,4.85,,84.739998
313.25,4.95,481.89,81.389999
309.7,4.87,,80.82
310.6,4.9375,,80.809998
310.1,4.945,,76.18
308.35,5.0225,,78.790001
304.5,5.0575,447.63,77.050003
303,5.135,,76.269997
303.65,5.1075,,75.230003
306.4,5.1225,,74.5
303.05,5.23,,76.68
303.4,5.25,438.61,76.529999
305.5,5.475,,74.5
301.7,5.331,,72.889999
297,5.235,,71.029999
296.15,5.2675,,
296.9,5.2975,402.39,70.82
293.35,5.235,,70.279999
293.5,5.315,,70.519997
291.1,5.315,,69.010002
289.85,5.295,,64.790001
287.05,5.31,368.68,67.290001
288.1,5.43,,65.849998
285.5,5.3825,,64.199997
285.05,5.835,,67.629997
286.15,6.05,,65.940002
283.05,5.785,353.74,67.739998
283.2,5.96,,68.910004
283.25,5.8375,,68.540001
286.1,6.05,,74.809998
287.05,6.01,,72.800003
289.25,6.085,377.49,71.220001
290.45,6.055,,71.75
292.2,6.03,,73.589996
296.1,6.2675,,75.419998
,,390.76,74.57
293.9,6.24,,72.220001
290.9,6.2025,,75.260002
289.2,5.995,,74.190002
287.7,5.94,376.63,75.339996
287.35,5.88,,70.610001
281.8,6.02,,69.040001
282.1,6.095,,69.940002
282.9,6.0635,,65.790001
281.9,5.74,349.24,63.650002
278.5,5.5325,,61.490002
279.05,5.59,,66.510002
285.9,5.7,,66.720001
281.1,5.795,,69.690002
287.35,5.8925,362.79,71.82
285.75,5.765,,
287.2,5.8,,69.230003
291.9,5.795,,70.68
293.8,5.88,,68.860001
291.45,5.825,356.12,76.129997
304.5,5.9375,,76.260002
300,6.0475,,77.550003
298.25,6.0175,,78.970001
304.25,6.1575,,75.410004
301.8,6.0475,395.72,74.970001
302,6.25,,75.029999
299.7,6.385,,70.870003
295.2,7.05,,75
298.9,7.546,,75.959999
301.6,7.81,396,76.18
300,7.19,,77.389999
300.75,7.135,,75.690002
298.95,7.09,,74.410004
299,7,,75.410004
298,7.08,391.76,76.709999
297.7,7.09,,
299.2,7.215,,73.389999
297.8,6.715,,72.900002
298.3,6.69,,72.32
298.35,6.765,370.86,70.970001
295.2,6.475,,69.599998
292.35,6.39,,68.769997
292.3,6.34,,69.150002
293,6.0475,,72.849998
296.55,6.37,371.41,75.449997
299.75,6.605,,75.169998
297.65,6.4975,,73.889999
296,6.39,,73.989998
294.7,6.32,,73.089996
294.25,6.31,367.02,74.760002
294.45,6.064,,77.019997
294.3,6.1175,,78.160004
295.25,6.3125,,75.860001
294,6.175,,75.620003
295.15,6.235,373.19,76.57
294.15,6.1175,,75.32
293.8,6.0725,,72.800003
289.1,5.8,,72.559998
291.3,5.845,,71.940002
291.1,5.9325,373.87,71.209999
292.8,6.3225,,76.769997
298.85,6.46,,75.919998
298.5,6.33799,,74.980003
299.2,6.36,,80.940002
302.75,6.375,416.81,83.220001
302.2,6.35,,82.18
299.9,6.345,,81.669998
301.6,6.465,,80.349998
299.3,6.454,,82.220001
305.95,6.73,424.32,87.349998
313.5,6.635,,88.889999
309.15,6.385,,85.919998
309.75,6.46,,88.599998
308.35,6.41,,85.639999
,,444.04,
,,,86.349998
309.5,6.41,,84.309998
308.35,6.24,,84.82
306.3,6.0695,,85.480003
308.2,6.275,448.6,83.910004
307.3,6.274,,83.629997
307.2,6.23,,89.480003
311.2,6.31,,92.879997
314.6,6.32,,93.199997
312.65,6.315,487.85,89.879997
311.4,6.215,,86.419998
308.6,6.135,,88.339996
307.55,6.105,,90.339996
310.7,6.215,,87.93
306.1,6.17,463.14,85.690002
,,,85.93
304.2,6.235,,86.330002
303.5,6.0775,,85.519997
299,5.88,,82.75
299.15,6.0075,431.87,84.07
299,5.79,,85.830002
299.9,5.7875,,82.93
295.6,5.46,,83.260002
296.9,5.56,,83.730003
302.3,5.6625,434.86,84.290001
299.7,5.42,,81.32
299,5.2525,,81.059998
298.1,5.21,,81.089996
300.05,5.34,,81.900002
300.7,5.31,432.14,81.040001
298.85,5.28,,76.349998
292.6,5.085,,74.800003
293.4,5.175,,76.290001
292.4,4.9565,402.93,74.709999
292.35,5.1425,,70.970001
289.2,5.1175,,73.25
293.35,5.19,,73.360001
292.05,5.175,,72.839996
292.2,5.23,388.53,72.779999
290.3,5.255,,76.599998
296.25,5.46,,73.589996
294.15,5.355,,72.160004
292.9,5.3075,,68.82
288.1,5.165,366.52,68.230003
286.1,5.0925,,66.019997
286.4,5.135,,68.580002
288.4,5.28,,70.529999
293.05,5.3175,,69.080002
293.4,5.295,361.36,69.540001
294.75,5.31,,68.199997
295.55,5.36,,69.550003
293.9,5.335,,67.900002
293.25,5.2925,,69.18
294.5,5.39,358.22,69.559998
293,5.305,,68.709999
295.75,5.3575,,71.720001
297.1,5.525,,70.730003
295.75,5.445,,68.800003
293.9,5.3425,358.99,
293.15,5.32,,69.089996
293.1,5.345,,71.459999
294.35,5.33,,70.400002
292.2,5.335,,68.230003
291.35,5.295,358.39,67.470001
290.7,5.2675,,67.040001
292.2,5.33,,68.519997
292.8,5.32,,67.959999
294.35,5.3625,,69.800003
293.6,5.285,362.34,70.339996
294.65,5.39,,71.440002
295.2,5.4225,,69.559998
294.4,5.65,,69.760002
292.9,5.6725,,67.18
293.75,5.8325,354.98,66.150002
290.75,5.625,,65.080002
290.35,5.64,,66.459999
291,5.67,,65.029999
289.15,5.54,,66.07
289.4,5.525,348.35,62.919998
286.65,5.4075,,61.650002
285.7,5.385,,62.580002
288.85,5.4725,,63.459999
286.85,5.42,,63.459999
286.2,5.41,337.52,63.200001
286.2,5.285,,63.169998
284.5,5.2,,60.549999
285.5,5.245,,60.32
282.7,5.105,,60.950001
284.8,5.14,321.87,59.91
283.3,5.13,,60.32
284.4,5.12,,60.669998
285.75,5.1,,61.810001
283.7,5.1025,,63.77
284.45,5.16,330.42,61.66
284.3,5.16,,60.790001
283.9,5.0725,,59.610001
282.5,4.965,,57.68
280.9,4.975,,54.23
273.4,4.785,281.93,51.41
,,,48.889999
277.7,4.73,,51.330002
280,4.8475,,51.720001
279.65,4.81,,58.279999
285.4,4.98,317.44,64.690002
288.35,5.04,,
287.3,5.01,,63.759998
284.15,4.85,,60.84
285.65,4.98,,67.900002
293.75,5.0525,357.78,67.900002
290.3,4.96,,66.919998
290.35,4.93,,65.129997
289.15,4.95,,64.059998
287.65,4.9425,,67.459999
290.85,4.995,355.6,68.029999
292.1,5.005,,64.519997
288.5,4.895,,64.980003
288,4.88,,69.290001
290.6,5.06,,74.690002
296.35,5.185,383.9,74.110001
293.8,5.14,,78.459999
296.85,5.355,,73.5
294.1,5.385,,74.989998
299,5.36,,79.290001
301.4,5.305,400.46,82.889999
298.75,5.155,,78.309998
296.35,5.0875,,80.760002
298.85,5.13,,86.629997
302.35,5.22,,83.43
299.65,5.0125,415.01,76.68
296.65,4.845,,76.099998
296.8,4.865,,73.589996
296.6,4.8025,,70.739998
296,4.82,,75.519997
300.45,4.96,393.47,76.349998
298.35,4.9,,73.260002
295.85,4.855,,74.540001
296.9,4.89,,72.620003
293.75,4.88,,70.919998
292.85,4.865,369.76,69.709999
291.2,4.86,,68.93
